,KL,JB,SG,PJ
8458,9732473,9913374,5322263,9858537
8459,6878135,5732546,8484803,8097934
8460,9146927,7316156,7498624,5670489
8461,9422110,6593816,9939979,9619692
8462,7625611,6527401,8206596,9574911
8463,9937966,8176898,9455489,6869887
8464,6440581,6749945,6440013,6054121
8465,5912495,7184213,9271705,7218567
8466,9817995,5626101,6025829,6742752
8467,9950328,7388321,5536386,5231021
8468,6582723,8912431,6403109,9396726
8469,6029870,7048723,7224481,6816130
8470,9458655,7645749,8871718,6709521
8471,5927594,9620282,7161107,6717610
8472,8575890,7524895,6809496,9304853
8473,8991709,6273748,8877359,5904239
8474,5779319,9950752,7814235,5570804
8475,6803667,8718660,6982529,7081997
8476,6687176,9144416,9655071,6916480
8477,6947292,9823182,9043881,6339554
8478,8066813,6450534,7470477,8216578
8479,7731423,7117948,9575599,7353005
8480,7166992,9926476,7791538,6460460
8481,5534594,6126692,7612111,9538217
8482,8005988,5424321,8052479,6287230
8483,7801590,5015658,8276513,6433541
8484,5554910,7021352,7078851,5906256
8485,5069051,5088846,7256678,5991290
8486,8165806,6781694,7119679,7681888
8487,8834769,7650511,6619715,8738624
8488,5057891,9549083,9906061,7408102
8489,5779838,7903594,8252289,5311817
8490,6974761,7170998,9493333,5693410
8491,7114778,9432031,9176503,5912454
8492,9429336,8253151,7584906,6752194
8493,7278351,5744855,5700031,5989970
8494,6865450,7583451,9206970,9578096
8495,9196444,7985497,5960906,9420977
8496,9994566,5321985,7381049,6558970
8497,5497158,6200149,8777090,6757636
8498,9753642,7460737,9618665,8413795
8499,7553072,8935354,8677651,6565884
8500,9856638,6182789,8905867,8645750
8501,7348485,6672438,5376188,8430692
8502,8519958,8448026,5127132,5249257
8503,6684917,9457887,9238256,6568228
8504,8786100,7467548,6562721,9340972
8505,5147171,6489534,5335116,6912366
8506,7927699,6691202,5022844,9165306
8507,8154369,6234038,8256154,9465697
8508,8556087,5081736,7295945,9612386
8509,6166908,9384397,7874800,9055444
8510,6832624,8461256,8945508,6070822
8511,8154237,6696170,5520144,6706257
8512,7513938,8662628,5446037,8497549
8513,7182632,7271951,9378152,5447088
8514,9161945,8215732,7691935,6041569
8515,6032822,6705678,6043344,6378393
8516,9260630,7295579,5381380,7052359
8517,6013270,9585956,7218695,7764176
8518,6352372,9364220,9781833,8080712
8519,5854198,9119595,7453540,5294663
8520,9611140,8922459,8974639,6827245
8521,8655288,6698247,7229594,9428417
8522,7433688,9361943,5450749,7109792
8523,9822846,5157826,7234811,8715838
8524,9647574,6030118,9958544,9455572
8525,8811566,6287118,9137371,9601470
8526,7864112,6908713,8643004,8623694
8527,8710268,9886708,7570034,9350967
8528,6760701,8301461,8208530,9555233
8529,6558564,9810769,7540912,9074683
8530,7259716,5230819,8267421,8935648
8531,7859842,5810789,6487680,6302747
8532,7539842,6266931,5844964,5964191
8533,5214349,7564500,7621276,5119004
8534,7524232,9828327,5287447,7810890
8535,5247835,9847170,6967094,6732025
8536,5303776,7522919,6991901,7900720
8537,7161105,8902383,9767955,6240321
8538,8649376,9265679,6790202,9279759
8539,6024580,8266435,6296001,8442573
8540,6474316,5833082,7911444,7084723
8541,5474433,9409036,9870178,6767120
8542,9041360,5719734,9326105,5723829
8543,5329407,9253362,8077422,9404485
8544,5474390,6574046,8944361,6935293
8545,6033687,8573003,5395840,9475468
8546,7683841,9326706,9809637,6116707
8547,6741320,5314778,8077041,7816277
8548,6467743,8005028,8530216,8791763
8549,7459961,7386198,6372676,5012218
8550,8744976,5110466,8557450,8521747
8551,8921410,8186578,8245830,7793916
8552,6368658,5103802,5043772,8990221
8553,5541300,5518280,9483976,5377685
8554,5808236,7606817,6947501,7999567
8555,6535968,9399898,5690046,7207818
8556,9824607,8863735,5660629,7827107
8557,8997889,8220282,8167901,7011936
8558,7254870,5274303,7410750,5240112
8559,7697046,7772640,8624122,7861668
8560,7868563,6877839,7052126,6277505
8561,5094938,9778308,9115861,7251220
8562,9937003,8841223,9080530,6356229
8563,6119902,5237714,7297863,8002526
8564,5841377,9224329,6110198,7062004
8565,9766431,6776699,9008551,8474695
8566,7261491,9483873,8908899,7098977
8567,6936525,8999605,9446659,5395302
8568,6061082,7779269,8343512,9568356
8569,7002449,8855757,5055167,7987184
8570,7838236,6173793,8465629,7752311
8571,6146392,7798961,6352659,7807980
8572,8441883,5253228,8349228,6522803
8573,8002457,8005181,8246429,9232047
8574,8595378,8337420,9640698,7416909
8575,5795724,9000442,6626189,6161653
8576,8591042,8275961,5997221,6505067
8577,8292672,7777656,6923138,9718836
8578,8507125,9236666,5097255,8080397
8579,5073236,9781770,9649715,8869711
8580,9437504,8149129,9188610,8112447
8581,8175426,5160011,7783075,5748033
8582,7282940,9361545,6211405,7037340
8583,7598663,9655745,6004358,7689634
8584,9995287,9488699,9672191,5690978
8585,6797919,6824357,7485846,5303509
8586,7119898,7047703,8745316,8488649
8587,8824794,7526805,6179066,7901698
8588,5391012,9728872,5002178,6105118
8589,7779327,6375342,8109743,6046915
8590,9847340,7051740,9833296,7689957
8591,9247472,6508037,5310438,6272785
8592,7978137,6004496,6083725,9926972
8593,5924497,7662821,9478244,8869433
8594,7757308,6946295,6268920,7492003
8595,7291279,6806423,7190904,9233774
8596,5510562,7137176,5084242,8055228
8597,8867843,9281755,8140617,8347499
8598,8154214,9298481,5014880,8092683
8599,5027870,6186100,7538762,9461516
8600,8866520,8394941,6601640,6468234
8601,5428553,5215466,5715205,8805713
8602,5421287,7388839,9802677,7488568
8603,5593461,8192990,5924645,7143883
8604,8445907,7215631,7802737,5009914
8605,7644256,6591911,5315463,5026503
8606,9248315,5521468,8206284,5934886
8607,7892522,6432533,7345984,7787596
8608,9283706,7085211,6371259,6015924
8609,8926450,7721128,9437293,9446433
8610,5358582,6562673,7715644,5757647
8611,6186881,7531763,5799059,9931739
8612,7628934,8606721,6511879,8487830
8613,7543035,7844417,6263575,8518748
8614,5447170,9520611,5961092,6669490
8615,7916240,8064407,7799541,5577100
8616,5021194,7621021,6375597,8421953
8617,8454338,8129539,6870350,7890302
8618,8044268,5737803,9340439,5962769
8619,8981896,6443042,5420078,7634388
8620,7403812,6254011,8570466,9304995
8621,5057518,6645768,9298318,8948859
8622,9499039,8261426,7960391,6308748
8623,9142348,6328339,9640221,8660727
8624,5413858,8669712,8458173,6977067
8625,6287784,6420355,8883790,9343785
8626,5240235,9929044,7231517,5988118
8627,8793028,9034233,9801125,8020658
8628,8373626,5770946,6006543,7260001
8629,5970797,7905125,9360293,5416037
8630,8145171,7266641,8606884,8121849
8631,8124772,6264840,8671858,7953532
8632,6117793,7719380,9374865,8920494
8633,8431319,9504233,8555394,9186100
8634,9819525,7068277,9751544,6852629
8635,5113479,6397954,5785801,9318728
8636,6038180,6658814,9100636,6762725
8637,5378553,8327854,9861069,7068947
8638,7897188,6250382,7555789,8636618
8639,7428704,5267509,8465822,6874240
8640,9985154,6485502,8762681,6295370
8641,8966210,7833842,8027811,7035686
8642,9068154,6258367,7327807,5710722
8643,5108866,9123508,8757964,5825224
8644,9168361,6138130,6279422,9320439
8645,5383376,9432034,7455243,5189024
8646,6682211,6898937,5758407,5476438
8647,7633463,9628514,9439639,8152534
8648,6708562,8433631,7384160,7266651
8649,9756409,9809978,5007343,7646779
8650,6348647,7181483,5973889,7062531
8651,7204916,6108156,5150498,8509423
8652,8744204,7988290,5954425,5019290
8653,9360699,8268854,6557737,6049112
8654,6879173,7255545,7634682,6877659
8655,8830962,6193128,7059255,6012424
8656,7885940,9496855,7476707,7446229
8657,8828722,8595443,8201079,7122070
8658,7578800,6306718,5712573,9799997
8659,5356693,9835248,6521778,6078232
8660,5358527,8171401,9223520,9524056
8661,8877480,8926400,8334600,8541129
8662,9926206,5583792,6638643,6797907
8663,5640469,5806270,5461706,7168131
8664,5708972,9495397,5494345,7721783
8665,7425111,5845872,6978497,6567211
8666,8480135,6783140,7951538,6694565
8667,6716388,7244112,5392156,8159019
8668,8832107,6231519,6703434,7255642
8669,8713971,6020086,8702039,5071959
8670,6913175,6156926,5248282,8207626
8671,5872350,7650944,9954811,5992580
8672,6911739,8761876,7129656,7835059
8673,9767617,5333173,5795156,5586438
8674,9549614,6209711,9184705,7434503
8675,8519818,7109708,6299648,9326436
8676,8710986,7254166,5061286,6413924
8677,7903693,8866073,8312759,9323709
8678,6949234,5476781,5308696,6208908
8679,6992219,9544455,5665711,9705967
8680,8916316,7794913,5502006,5291444
8681,8614265,5646884,8324419,9705961
8682,9156460,6741803,5812166,7505443
8683,7469147,7891449,9489790,7759334
8684,6878511,9784551,8791679,9242988
8685,5382637,8385246,9381782,5363858
8686,5764967,9767387,8948850,9088829
8687,8392178,9617022,5492863,5703354
8688,5304896,9632541,8283226,5929976
8689,7553660,9500264,5153553,9400361
8690,7454701,9084625,9144667,9143628
8691,7454506,9504645,8459139,6713495
8692,8297384,6116759,5889203,8941129
8693,7480039,8690904,5776463,8353902
8694,6360120,6998210,6194469,9408687
8695,7540212,8855847,7710961,5130372
8696,6881468,7041809,5724650,6653408
8697,8921549,7438580,7526414,6496200
8698,5236695,5703111,5241270,5486254
8699,8006151,6180202,6460585,7707351
8700,8265655,8481164,8573940,8674635
8701,7961847,5813315,8534976,9848283
8702,8625105,8381478,6888401,9666266
8703,8770696,8536277,6074237,8068877
8704,5495594,8001908,8841926,8718664
8705,6954673,6312674,7632700,5008210
8706,8039174,5407922,5589501,6129465
8707,8503614,7438854,6057650,8551432
8708,7558286,7539893,8247757,8038646
8709,9029804,7564039,8712826,8013401
8710,7250257,8726562,9750829,5286494
8711,9865633,8738901,5323221,9921125
8712,5159518,8506419,8363810,7048321
8713,6392350,7246899,5102059,8752510
8714,9349224,8896177,9556071,8841455
8715,8807299,8436640,5549808,6769833
8716,7395789,6952693,8130024,5147803
8717,5330902,6694618,6655242,6729104
8718,5556831,5220760,7003359,9128491
8719,7936247,5526894,7429491,7785965
8720,9514281,5628235,5050121,5380416
8721,5576164,8753007,9431978,8080414
8722,7745753,9745781,5624574,6762730
8723,8087362,8822069,6717313,9008105
8724,5491106,8655037,5961109,9993824
8725,9285932,9235887,6824307,5140067
8726,7105246,6870501,6346788,9255434
8727,7366075,8699596,6649962,5864864
8728,5020924,9446001,5829907,7415463
8729,8257606,9228014,8594544,5786307
8730,9591816,8365082,8591306,9172548
8731,8474601,9107186,6863930,9959636
8732,6392999,7904217,9282374,6346482
8733,5967663,9293776,8214115,6418901
8734,8134242,7796291,9398647,8147080
8735,7262261,7305454,5542296,7942605
8736,9670053,9432168,7936202,9505964
8737,9289571,6941231,9579573,8873513
8738,9367537,9362645,5750803,6328114
8739,8208276,9296326,9356288,7679909
8740,6289575,7614141,7816753,6094995
8741,9338455,5293414,8547433,6257051
8742,5815941,6971014,9231937,7046586
8743,6052854,5970844,6421200,5823299
8744,9242811,9722470,9584486,5562102
8745,5709590,9506219,6451167,5660819
8746,8700538,8211990,5050781,5584702
8747,7804129,9580742,8615337,6235924
8748,7373719,7176600,5585804,8290353
8749,6784929,9250641,7484907,7485052
8750,8783487,6314777,8015004,8803932
8751,9971087,6714576,9918668,6807495
8752,7908956,8656836,8416840,9660946
8753,6087547,9095966,6069178,5803604
8754,9236428,5034742,9099598,6601907
8755,6359132,7337792,5719824,5701779
8756,5470558,6346020,6852739,6407259
8757,9913677,9633025,6869490,5144786
8758,6118350,6954647,9610473,8680415
8759,6295229,5132192,8461792,8695424
8760,7377925,7002071,7104615,6087821
8761,5472640,8735655,9488037,5103202
8762,6637548,7268907,5152119,6399664
8763,6856690,7048572,8548276,5131438
8764,8934817,5294614,6836458,6520834
8765,8877145,8945620,8211037,5695428
8766,7112637,6606332,8291676,9231098
8767,5569261,5681218,6420895,7476115
8768,5305444,9004489,5997457,6220946
8769,6181858,8165629,8447487,7818102
8770,6818322,5587285,6840427,5698848
8771,7986067,7332814,8798957,6794437
8772,9462389,8410508,8330045,7461148
8773,5042672,5683934,8940503,6080734
8774,9527670,8916831,6133570,7185996
8775,8911491,8277499,8440059,9006159
8776,8439814,8030899,9377669,7184495
8777,5306538,9469890,7210807,8137405
8778,5509205,5681398,6107472,5710943
8779,6051349,6962174,7500665,8250570
8780,6978691,8074565,6492505,6564298
8781,7618226,7467178,6960984,9947813
8782,8443762,8509562,7494631,9346840
8783,9096383,8525660,9727727,8355254
8784,5867347,6376149,6404857,9713896
8785,8004702,9224174,8169395,9885838
8786,7015046,7363567,6771104,9030021
8787,7792636,7010546,7225642,9105510
8788,6198465,8430095,6229475,5935033
8789,8587944,8098803,7046009,6188311
8790,5520898,6237325,6548568,9076640
8791,9455131,6968990,7764971,8477014
8792,7249304,9923105,8341325,8642304
8793,7425584,7957683,8829949,7032256
8794,7486621,7145464,8754608,8476857
8795,8860472,9553890,5592023,6243966
8796,5751770,6125547,5591794,7740257
8797,7663006,9986212,7735016,7770378
8798,6858965,6099643,6562828,6944057
8799,6069841,9215251,5684755,8410390
8800,7190697,5700395,6630098,8203132
8801,5126515,7036643,8084814,5136818
8802,5713357,9598651,6291168,6910468
8803,9446080,8459953,6689216,6904472
8804,7211218,7919032,8293235,9886215
8805,8845735,8592443,6058942,8250537
8806,9925216,8468113,5933070,8567012
8807,5207089,9687511,5195874,7240007
8808,5956699,8927394,7762423,9828294
8809,8096732,8013806,8865760,8903281
8810,6006269,5726602,5596560,9261014
8811,8346102,5420937,5580617,9311296
8812,7234938,6633584,7619819,7265942
8813,9626501,6448699,8570886,5204376
8814,8791360,7032657,6991131,5969074
8815,7788654,7832541,5630464,9358429
8816,8618086,6073492,7252033,8917633
8817,6054460,7429700,7518093,5774909
8818,9704455,7745058,9711185,6265043
8819,6901076,9229843,9958766,6093317
8820,7660439,8699741,7538758,5275543
8821,5640657,5556605,8765520,5841783
8822,5795883,9097325,8217231,8954441
8823,6065085,7734056,9948916,5647717
8824,7021614,7266105,9917657,6362488
8825,8232211,8778730,7291374,7151552
8826,5121234,7449860,6528102,8021866
8827,7707470,7630468,8072522,8091953
8828,9797316,6499403,5301142,5724354
8829,9930635,6492917,7494753,8617050
8830,5512854,7157101,6256882,6925134
8831,8435228,5286229,6582985,8804202
8832,5902575,7459194,7705667,8319396
8833,9468067,7023434,7787052,6171938
8834,9700917,8140504,8144189,9167919
8835,9405808,9740739,8635143,8957161
8836,6234001,9560773,6786729,7132667
8837,7634592,5863621,9695943,6266370
8838,7928934,9347092,7493083,6243515
8839,8310738,6340601,8388107,5815881
8840,6181669,8464742,5536511,8056393
8841,9891710,5625593,7852248,5753403
8842,6424065,7785698,8244174,9678569
8843,6245050,9904922,5192980,5646861
8844,9339123,5129925,8480290,6545674
8845,7573506,7697887,5388720,7709078
8846,6699674,8605547,7175471,7706507
8847,8631405,6584804,6984841,6170707
8848,9248475,9345327,7802609,7816687
8849,5888858,5334731,9005084,5777055
8850,6112291,9684041,5133608,7981309
8851,8771953,9928652,7163231,5961320
8852,9171357,8282615,9234528,7636821
8853,8510942,9605074,8077450,7123107
8854,6863410,7307932,8269265,6866032
8855,8572516,8363910,9488692,6034223
8856,9441980,9018386,9971342,7909891
8857,9454643,8735776,5549160,7012794
8858,5134626,5504957,6330431,9999137
8859,8230466,7331793,8904837,6782654
8860,7727693,6802120,8604662,7291906
8861,7109900,8048376,5223232,5653907
8862,8817612,6727214,7457724,7529316
8863,6586000,5195158,6903027,5080186
8864,6565703,7797358,6450882,8234026
8865,9375948,7753035,5983168,6349476
8866,9935686,8761747,6141756,9745073
8867,9901628,5056686,6627884,7303380
8868,6178360,9561214,8728234,9642543
8869,7379291,6942301,5797749,6906113
8870,8079167,8670505,8886734,6790973
8871,8801701,5772652,7887525,7342299
8872,8542267,9013264,6962599,9928621
8873,5762928,9321291,7886988,7332035
8874,7296146,9497369,5815207,7892283
8875,6107589,9968056,5653322,6514971
8876,7869799,7429128,5639786,5832369
8877,9215997,6594876,5664309,5953975
8878,7359378,6406490,8254865,8943527
8879,6398366,9071805,9513873,5567886
8880,6818344,5550197,6850288,6111299
8881,7373274,9290837,6407775,5539840
8882,8854129,9434146,7330504,5403847
8883,5836446,6498419,9858556,9255381
8884,8772911,5506235,9140287,5561211
8885,9650646,9869988,7381391,5772068
8886,6495463,6143188,8252278,8568848
8887,7835796,8893088,9290582,9345560
8888,9398990,6562243,6099626,8600279
8889,8303252,6995782,8616930,7671203
8890,6173172,9064493,9661533,9883365
8891,7635965,6570841,5848675,7855417
8892,9727598,6496691,6067752,8103855
8893,8541509,8782207,8544479,7866132
8894,8066173,8137534,8537777,9089789
8895,6437147,5591868,8620517,8325035
8896,8232527,9487878,5372847,7859747
8897,8238684,8229294,7631432,8231199
8898,6066891,5421221,8649983,9928343
8899,5549252,6600702,9001866,8640627
8900,9597899,6282913,5319982,9292388
8901,7278507,6805681,9395037,5065771
8902,5559881,6825803,6010794,6248134
8903,8209002,7537787,6504086,8761077
8904,5326210,7685693,5997063,5792704
8905,6935013,7836241,7756954,7632706
8906,9520267,5339519,6315416,6173613
8907,9128814,7213208,8567319,5129254
8908,6344968,7803573,9250765,6219690
8909,7300981,5983408,9735287,6085239
8910,8114373,8277360,8700152,9062010
8911,9452638,9088410,9844227,9342784
8912,5483371,8784728,5952910,8842102
8913,7803050,9188084,6892567,5852928
8914,7717400,8752376,5149429,9400607
8915,7894362,7077188,7537525,7165345
8916,6913208,6950519,8136898,7023363
8917,8604237,5627117,6353595,7066137
8918,7848579,5160948,7577254,6099858
8919,9873881,5202544,9652515,9624551
8920,6508423,9779751,9678682,9078131
8921,5446720,5698464,5508635,5117621
8922,6006712,9466924,8015935,7270903
8923,9621789,8442346,5450294,5082062
8924,7920388,8096313,7647893,9473074
8925,8115179,5641037,9313035,5009168
8926,8645252,5996569,8633492,9556384
8927,9638400,6444371,6271391,9994581
8928,7068073,9194721,7018718,7232149
8929,7635806,6503362,6807015,5094859
8930,6883879,9446657,9442504,8559648
8931,6852728,8822581,5752930,9430631
8932,6279935,6184229,6679288,8954168
8933,5385398,9889495,7140585,9391481
8934,7448113,9112566,6712039,7719367
8935,9949735,5034058,8215418,7061698
8936,5688856,5145215,5468014,5267624
8937,9892533,7165678,5500368,7259356
8938,5539325,6531855,8068559,6071502
8939,9833441,6545749,8940482,7732883
8940,6474046,8264294,9300970,5257661
8941,9620349,9994257,9531809,9955636
8942,8668431,8548840,8177802,9179657
8943,5701679,9363570,5299701,5641880
8944,8897280,6328035,8180260,7214329
8945,9003224,9880066,6151698,9547236
8946,6773516,9488229,6271042,7864686
8947,8155756,9880411,8783470,5666935
8948,5057828,9071339,6775874,5042687
8949,5373549,7389005,7962656,6267729
8950,8311724,7146970,6084824,5481250
8951,7575556,5148620,7740264,5315807
8952,7932192,7501059,7025423,8739765
8953,8701063,7882144,7989811,6502438
8954,9822524,9186484,8842550,8590504
8955,9930710,9345923,6878577,5633178
8956,8764099,5097324,9165999,7256307
8957,9771281,9575323,7441602,6502389
8958,6453151,5175673,7280763,7413344
8959,6401719,7240389,8859477,7974510
8960,9485607,8499436,8845075,5058749
8961,6124803,8807836,8614799,8777306
8962,8763058,6541180,7455927,7721472
8963,9128407,9362078,7461512,8786237
8964,6817901,7605014,7088370,9027736
8965,7614647,6714681,5765255,6259417
8966,7602764,6908509,9614249,6075030
8967,8384190,9886531,8410631,7453218
8968,5663650,8712675,8817951,8507469
8969,6498621,7460461,6951277,8046316
8970,5413199,7613800,9080333,5378165
8971,9703062,9980007,5683141,7720556
8972,6163550,8490061,6387651,9390804
8973,5559956,8265262,7338954,8390435
8974,8683233,5393245,7736957,8000261
8975,8489409,8933860,7987530,5055240
8976,8268478,6390859,7980418,6757927
8977,6185866,9118526,7467083,5334420
8978,8875259,8713658,8519855,5024153
8979,9520593,6855420,7288690,8503095
8980,7124974,5334986,8526293,7800738
8981,6331770,8926919,5148911,5684787
8982,9896129,9015234,9657532,7407888
8983,7714991,9440147,8871681,5179249
8984,5122977,9955699,5008434,9910906
8985,7526652,7848613,6785801,5555752
8986,6411284,8513948,6155738,6947906
8987,7999155,9577634,7636587,5069402
8988,7981505,5139598,5063957,8442851
8989,8617536,5972318,7231158,6319900
8990,6664250,6715635,7082750,8235711
8991,9835530,6774099,9664475,6999038
8992,6451778,7198684,6570579,6971901
8993,8033746,8952525,8940225,9956750
8994,5627892,7951396,9144204,9051069
8995,8556998,5266406,5685526,9073388
8996,9837426,6438302,6430551,8265661
8997,9362383,5862298,6945766,5317206
8998,9725403,9337691,9938300,9874462
8999,6877252,7794544,7062860,9386697
9000,8435252,5243438,5185142,9573683
9001,7093222,7140348,8183492,6455984
9002,6568411,7572167,7966840,8938842
9003,6501858,5230969,9436330,9376608
9004,8581078,7054970,8429031,9894474
9005,5510278,8183429,5554523,7170010
9006,8545075,5732169,9900744,6245020
9007,8330910,8062140,7958544,5439531
9008,8072668,5457551,9737120,7800755
9009,5277904,8776358,7491811,9439959
9010,8126806,9706833,8630320,7200258
9011,5433207,7750392,6369907,7369867
9012,9975639,6359388,6926376,7868238
9013,5039492,9723518,8642736,7430303
9014,9616479,9245778,7887470,5374705
9015,8560494,8428871,9897812,9586148
9016,6775634,5241662,6234391,6057088
9017,9993701,6888457,8031331,9303611
9018,6133219,9444554,9445838,8431754
9019,6970601,7796267,8540282,5032871
9020,5386609,6968629,6340596,9478286
9021,7366215,6708702,5320943,9784019
9022,5953459,9933269,6124590,6551758
9023,5933541,6615270,7617294,7812429
9024,8830876,5652826,5542825,6478288
9025,7044431,7198987,6895756,5587650
9026,9041245,8664386,8706484,5600535
9027,6338648,5344285,7758177,5465356
9028,9119894,6390600,7512015,6076577
9029,6725527,7775475,6223140,6188317
9030,9462013,6942501,5943220,5035418
9031,5138518,6404233,6102054,8379480
9032,8147385,5686950,9554268,9466119
9033,9956324,8271291,6929700,7344651
9034,6106154,6723350,5662125,6614860
9035,7732018,7345034,5253122,6456405
9036,8935593,9278641,9191563,6969233
9037,5893554,7348747,5142525,6933391
9038,8420666,6468990,5371242,5839323
9039,7331764,5572999,9622737,7493087
9040,5229718,6250513,8621068,8785631
9041,6595772,6263996,8899793,9382578
9042,8559145,6097718,7439150,9352208
9043,8239997,9473137,9937801,9695650
9044,6148582,9312886,5286400,7135937
9045,7114293,6957382,7242246,9564792
9046,7565083,7171641,5630190,6769872
9047,7353704,6340630,6190802,8630545
9048,9971100,6922204,6955119,8742307
9049,8902134,8551328,8631247,7124383
9050,7812447,6024368,5743403,6516805
9051,8845439,9189456,5888016,7105915
9052,9685405,6001870,9245620,7407933
9053,9834943,6024017,8366724,8252820
9054,6008731,8001386,7130399,5289041
9055,9690035,7398545,9321426,9710834
9056,5361136,8631822,7476026,8213629
9057,9102521,8948096,5254230,6409321
9058,8959708,8524984,9543975,9855424
9059,5441388,7760066,7211974,7232066
9060,7417173,9346279,6714363,5971880
9061,6919692,5322488,8884839,8777057
9062,7475718,9864611,7531677,8008485
9063,5864114,6205706,6203150,6797681
9064,7595530,7880422,6746917,5528295
9065,6951595,5427920,8875981,9243243
9066,8455884,7303467,9668575,5084389
9067,5008104,6759966,5266675,5421156
9068,9162719,7379450,8321860,5672818
9069,6975416,8054055,5379299,9583785
9070,6163810,5612409,6240338,8531111
9071,5146135,9813853,6630625,6255383
9072,7366346,5999034,8736456,7472523
9073,7821860,5420542,5419292,9328270
9074,6196313,5724288,6387761,7434474
9075,9354752,8291744,5140047,5805899
9076,7248230,5896540,9491405,8706683
9077,5632456,5239539,6333223,7103457
9078,6270409,6889752,5755266,6632743
9079,8323421,7467687,9765544,6628360
9080,9619543,9070397,9394901,6094936
9081,6126790,7131037,9826833,5156797
9082,7910262,8913287,7208169,8048221
9083,7459465,7321535,8345415,7104861
9084,6847961,6022698,5393896,5164355
9085,6618506,5368128,5915057,6371774
9086,7850551,9254699,9755923,6880161
9087,7027595,7600394,7036711,5422820
9088,5928603,9035584,6980116,6795718
9089,7237999,9351694,9718793,9860897
9090,5072650,6784375,5757675,7164761
9091,6157164,7196709,9885293,9633700
9092,7468057,9053842,7155131,9972689
9093,8418507,8627971,5167025,6257608
9094,9576208,7689760,6716441,9672234
9095,6331285,9058162,7159790,6978972
9096,8410942,5341125,5932051,9447449
9097,7072143,5825895,8423563,7561578
9098,6145247,7493247,6128620,9775341
9099,6187611,6302171,7780092,5999323
9100,8898713,5582955,7709409,6143616
9101,5006108,8479547,6373521,5889704
9102,6025499,7601305,8343667,6865731
9103,9039102,5607942,9524571,7662255
9104,5028257,7832159,9808056,8811085
9105,6221473,9212037,7477111,8831550
9106,6580098,5896508,8789489,6047505
9107,9828279,6905800,5102987,9589858
9108,7635153,6396429,5752538,7288143
9109,9259092,6674464,8979512,9764240
9110,9352293,8335461,8830413,9834315
9111,5964840,5848234,8938044,6823440
9112,6482967,8785737,7146370,6987463
9113,8946619,8560255,8122116,6746971
9114,7038151,5244998,8303093,7861580
9115,8544218,8065472,7059698,5119475
9116,9627045,8630936,5371493,9031855
9117,5806397,6752111,9621573,5469008
9118,6928131,8944802,9454428,8010334
9119,8645589,9015465,8710308,7867509
9120,8917216,6858278,8540313,5200912
9121,9730880,7360062,9861502,7744216
9122,8902816,8365753,7977312,7314477
9123,9418443,5367320,5536265,6980076
9124,9560789,6981555,6551392,9409516
9125,9950119,8273579,5212605,9474132
9126,7021968,6047112,7715868,5407243
9127,6471374,5589079,7260900,7734292
9128,7311958,7059261,8583264,7473174
9129,6027667,8690519,9430674,8822876
9130,9065879,9775253,8178511,6795425
9131,6802741,9911343,6833186,8009185
9132,9758993,7856944,6840223,5456838
9133,8637081,9544640,9623939,9038517
9134,6158912,5147654,7214849,6474721
9135,9532097,7606443,5064483,9205606
9136,9588165,9975476,6238633,6312256
9137,5756751,6638666,6359320,7375571
9138,5726681,7707219,8604335,6802850
9139,9747094,7351012,6739746,7644224
9140,8114721,7755425,7124271,6592901
9141,6251422,8964818,8101406,9205537
9142,7983747,8337494,8211727,9709567
9143,8465708,7589628,7400379,5416167
9144,9460378,6205956,7042941,6457180
9145,9484994,9078815,7861502,7726257
9146,9798455,6492395,6253950,8559471
9147,6947652,9030397,8336744,9801080
9148,5806829,5454838,7144960,9048480
9149,9353465,6517716,6989018,6398504
9150,7133747,7968246,8979517,8274225
9151,9226724,9180136,8787734,9982489
9152,5365995,9295070,9952432,8819157
9153,6492119,8245471,7324374,6890354
9154,6954069,7424986,5778312,5980228
9155,9858357,8770198,7099203,5949957
9156,5516807,9078398,7358124,5637018
9157,9853201,7137971,9440229,9582849
9158,5866735,7958622,9335213,8307579
9159,6669954,5640930,6273909,9839664
9160,5822042,6708330,5979275,8340638
9161,6872958,8134871,7639756,9917257
9162,7361319,9508786,6143772,7360928
9163,9234828,7124285,9543581,5749942
9164,9947892,5682864,6204621,7109109
9165,7406298,6474874,7196520,6290060
9166,6119986,8460639,7359564,6487370
9167,9092425,7294692,7596385,9132037
9168,5562898,9449013,7721704,9283676
9169,5453930,5462818,6634933,6750087
9170,7439669,9252741,5962996,7084951
9171,6535127,8617359,9550791,8052796
9172,8719968,8282302,7238966,8023926
9173,5005294,7245118,9570651,8268836
9174,7556466,7124514,7862874,7263864
9175,7602071,9825255,8039116,5918166
9176,5977449,8509452,9604450,6438501
9177,6770625,8012602,5797992,5669526
9178,8464671,9491673,6520115,6934703
9179,7464088,7844093,8080949,5964496
9180,7313675,8819159,9104974,8182625
9181,7919394,6957754,8214957,5210639
9182,6619586,6524022,7364118,9827240
9183,9084904,7175442,5424724,9025603
9184,9167342,7375468,9121195,5838438
9185,6018550,5157977,6319725,8042490
9186,5544670,9282121,8533338,5391544
9187,9946974,8683893,6395432,9206880
9188,9108763,6968156,9683793,8507510
9189,9240956,8245409,6965711,8336760
9190,8335161,8280805,6910898,6979739
9191,8226664,7015510,7883601,9196757
9192,7677320,8039625,6283050,9171566
9193,8948214,6367439,5377771,8599802
